2022-11-01 21:15:05 status unpacked libsemanage-common:all 3.3-1build2
2022-11-01 21:15:05 install libsemanage2:amd64 <none> 3.3-1build2
2022-11-01 21:15:05 status half-installed libsemanage2:amd64 3.3-1build2
2022-11-01 21:15:05 status unpacked libsemanage2:amd64 3.3-1build2
2022-11-01 21:15:05 install libsepol2:amd64 <none> 3.3-1build1
2022-11-01 21:15:05 status half-installed libsepol2:amd64 3.3-1build1
2022-11-01 21:15:05 status unpacked libsepol2:amd64 3.3-1build1
2022-11-01 21:15:05 install libsmartcols1:amd64 <none> 2.37.2-4ubuntu3
2022-11-01 21:15:05 status half-installed libsmartcols1:amd64 2.37.2-4ubuntu3
2022-11-01 21:15:05 status unpacked libsmartcols1:amd64 2.37.2-4ubuntu3
2022-11-01 21:15:05 install libss2:amd64 <none> 1.46.5-2ubuntu1
2022-11-01 21:15:05 status half-installed libss2:amd64 1.46.5-2ubuntu1
2022-11-01 21:15:05 status unpacked libss2:amd64 1.46.5-2ubuntu1
2022-11-01 21:15:05 install libssl3:amd64 <none> 3.0.2-0ubuntu1
2022-11-01 21:15:05 status half-installed libssl3:amd64 3.0.2-0ubuntu1
2022-11-01 21:15:05 status unpacked libssl3:amd64 3.0.2-0ubuntu1
2022-11-01 21:15:05 install libsystemd0:amd64 <none> 249.11-0ubuntu3
2022-11-01 21:15:05 status half-installed libsystemd0:amd64 249.11-0ubuntu3
2022-11-01 21:15:05 status unpacked libsystemd0:amd64 249.11-0ubuntu3
2022-11-01 21:15:05 install libtinfo6:amd64 <none> 6.3-2
2022-11-01 21:15:05 status half-installed libtinfo6:amd64 6.3-2
2022-11-01 21:15:05 status unpacked libtinfo6:amd64 6.3-2
2022-11-01 21:15:05 install libtirpc-common:all <none> 1.3.2-2build1
2022-11-01 21:15:05 status half-installed libtirpc-common:all 1.3.2-2build1
2022-11-01 21:15:05 status unpacked libtirpc-common:all 1.3.2-2build1
2022-11-01 21:15:05 install libtirpc3:amd64 <none> 1.3.2-2build1
2022-11-01 21:15:05 status half-installed libtirpc3:amd64 1.3.2-2build1
2022-11-01 21:15:05 status unpacked libtirpc3:amd64 1.3.2-2build1
2022-11-01 21:15:05 install libudev1:amd64 <none> 249.11-0ubuntu3
2022-11-01 21:15:05 status half-installed libudev1:amd64 249.11-0ubuntu3
2022-11-01 21:15:05 status unpacked libudev1:amd64 249.11-0ubuntu3
2022-11-01 21:15:05 install libuuid1:amd64 <none> 2.37.2-4ubuntu3
2022-11-01 21:15:05 status half-installed libuuid1:amd64 2.37.2-4ubuntu3
2022-11-01 21:15:05 status unpacked libuuid1:amd64 2.37.2-4ubuntu3
2022-11-01 21:15:05 install libzstd1:amd64 <none> 1.4.8+dfsg-3build1
2022-11-01 21:15:05 status half-installed libzstd1:amd64 1.4.8+dfsg-3build1
2022-11-01 21:15:05 status unpacked libzstd1:amd64 1.4.8+dfsg-3build1
2022-11-01 21:15:05 install login:amd64 <none> 1:4.8.1-2ubuntu2
2022-11-01 21:15:05 status half-installed login:amd64 1:4.8.1-2ubuntu2
2022-11-01 21:15:05 status unpacked login:amd64 1:4.8.1-2ubuntu2
2022-11-01 21:15:05 install logsave:amd64 <none> 1.46.5-2ubuntu1
2022-11-01 21:15:05 status half-installed logsave:amd64 1.46.5-2ubuntu1
2022-11-01 21:15:05 status unpacked logsave:amd64 1.46.5-2ubuntu1
2022-11-01 21:15:05 install lsb-base:all <none> 11.1.0ubuntu4
2022-11-01 21:15:05 status half-installed lsb-base:all 11.1.0ubuntu4
2022-11-01 21:15:05 status unpacked lsb-base:all 11.1.0ubuntu4
2022-11-01 21:15:05 upgrade mawk:amd64 1.3.4.20200120-3 1.3.4.20200120-3
2022-11-01 21:15:05 status half-configured mawk:amd64 1.3.4.20200120-3
2022-11-01 21:15:05 status unpacked mawk:amd64 1.3.4.20200120-3
2022-11-01 21:15:05 status half-installed mawk:amd64 1.3.4.20200120-3
2022-11-01 21:15:05 status unpacked mawk:amd64 1.3.4.20200120-3
2022-11-01 21:15:05 install mount:amd64 <none> 2.37.2-4ubuntu3
2022-11-01 21:15:05 status half-installed mount:amd64 2.37.2-4ubuntu3
2022-11-01 21:15:05 status unpacked mount:amd64 2.37.2-4ubuntu3
2022-11-01 21:15:05 install ncurses-base:all <none> 6.3-2
2022-11-01 21:15:05 status half-installed ncurses-base:all 6.3-2
2022-11-01 21:15:05 status unpacked ncurses-base:all 6.3-2
2022-11-01 21:15:05 install ncurses-bin:amd64 <none> 6.3-2
2022-11-01 21:15:05 status half-installed ncurses-bin:amd64 6.3-2
2022-11-01 21:15:05 status unpacked ncurses-bin:amd64 6.3-2
2022-11-01 21:15:05 install passwd:amd64 <none> 1:4.8.1-2ubuntu2
2022-11-01 21:15:05 status half-installed passwd:amd64 1:4.8.1-2ubuntu2
2022-11-01 21:15:05 status unpacked passwd:amd64 1:4.8.1-2ubuntu2
2022-11-01 21:15:05 upgrade perl-base:amd64 5.34.0-3ubuntu1 5.34.0-3ubuntu1
2022-11-01 21:15:05 status half-configured perl-base:amd64 5.34.0-3ubuntu1
2022-11-01 21:15:05 status unpacked perl-base:amd64 5.34.0-3ubuntu1
2022-11-01 21:15:05 status half-installed perl-base:amd64 5.34.0-3ubuntu1
2022-11-01 21:15:06 status unpacked perl-base:amd64 5.34.0-3ubuntu1
2022-11-01 21:15:06 install procps:amd64 <none> 2:3.3.17-6ubuntu2
2022-11-01 21:15:06 status half-installed procps:amd64 2:3.3.17-6ubuntu2
2022-11-01 21:15:06 status unpacked procps:amd64 2:3.3.17-6ubuntu2
2022-11-01 21:15:06 install sed:amd64 <none> 4.8-1ubuntu2
2022-11-01 21:15:06 status half-installed sed:amd64 4.8-1ubuntu2
2022-11-01 21:15:06 status unpacked sed:amd64 4.8-1ubuntu2
2022-11-01 21:15:06 install sensible-utils:all <none> 0.0.17
2022-11-01 21:15:06 status half-installed sensible-utils:all 0.0.17
2022-11-01 21:15:06 status unpacked sensible-utils:all 0.0.17
2022-11-01 21:15:06 install sysvinit-utils:amd64 <none> 3.01-1ubuntu1
2022-11-01 21:15:06 status half-installed sysvinit-utils:amd64 3.01-1ubuntu1
2022-11-01 21:15:06 status unpacked sysvinit-utils:amd64 3.01-1ubuntu1
2022-11-01 21:15:06 install tar:amd64 <none> 1.34+dfsg-1build3
2022-11-01 21:15:06 status half-installed tar:amd64 1.34+dfsg-1build3
2022-11-01 21:15:06 status unpacked tar:amd64 1.34+dfsg-1build3
2022-11-01 21:15:06 install usrmerge:all <none> 25ubuntu2
